charge,mass,radius,x,y,z
-1,35.453,1,10.399999999999999,6.32,10.399999999999999
1,22.99,1,8.36,4.28,12.44
-1,35.453,1,10.399999999999999,6.32,14.48
1,22.99,1,8.36,8.36,0.2
-1,35.453,1,10.399999999999999,10.399999999999999,2.24
1,22.99,1,8.36,8.36,4.28
-1,35.453,1,10.399999999999999,10.399999999999999,6.32
1,22.99,1,8.36,8.36,8.36
-1,35.453,1,10.399999999999999,10.399999999999999,10.399999999999999
1,22.99,1,8.36,8.36,12.44
-1,35.453,1,10.399999999999999,10.399999999999999,14.48
1,22.99,1,8.36,12.44,0.2
-1,35.453,1,10.399999999999999,14.48,2.24
1,22.99,1,8.36,12.44,4.28
-1,35.453,1,10.399999999999999,14.48,6.32
1,22.99,1,8.36,12.44,8.36
-1,35.453,1,10.399999999999999,14.48,10.399999999999999
1,22.99,1,8.36,12.44,12.44
-1,35.453,1,10.399999999999999,14.48,14.48
1,22.99,1,12.44,0.2,0.2
-1,35.453,1,14.48,2.24,2.24
1,22.99,1,12.44,0.2,4.28
-1,35.453,1,14.48,2.24,6.32
1,22.99,1,12.44,0.2,8.36
-1,35.453,1,14.48,2.24,10.399999999999999
1,22.99,1,12.44,0.2,12.44
-1,35.453,1,14.48,2.24,14.48
1,22.99,1,12.44,4.28,0.2
-1,35.453,1,14.48,6.32,2.24
1,22.99,1,12.44,4.28,4.28
-1,35.453,1,14.48,6.32,6.32
1,22.99,1,12.44,4.28,8.36
-1,35.453,1,14.48,6.32,10.399999999999999
1,22.99,1,12.44,4.28,12.44
-1,35.453,1,14.48,6.32,14.48
1,22.99,1,12.44,8.36,0.2
-1,35.453,1,14.48,10.399999999999999,2.24
1,22.99,1,12.44,8.36,4.28
-1,35.453,1,14.48,10.399999999999999,6.32
1,22.99,1,12.44,8.36,8.36
-1,35.453,1,14.48,10.399999999999999,10.399999999999999
1,22.99,1,12.44,8.36,12.44
-1,35.453,1,14.48,10.399999999999999,14.48
1,22.99,1,12.44,12.44,0.2
-1,35.453,1,14.48,14.48,2.24
1,22.99,1,12.44,12.44,4.28
-1,35.453,1,14.48,14.48,6.32
1,22.99,1,12.44,12.44,8.36
-1,35.453,1,14.48,14.48,10.399999999999999
1,22.99,1,12.44,12.44,12.44
-1,35.453,1,14.48,14.48,14.48
